latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
19.086115,72.85291,8.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),surface_pressure (hPa),cloud_cover (%),wind_speed_10m (m/s),wind_direction_10m (°)
2026-06-24T13:00,27.4,78,0.30,1005.7,100,2.47,188
2026-06-24T14:00,27.4,79,0.50,1005.2,100,2.33,170
2026-06-24T15:00,27.2,81,0.50,1004.8,100,2.60,182
2026-06-24T16:00,27.0,81,0.20,1004.3,100,2.85,179
2026-06-24T17:00,27.7,82,0.30,1003.8,100,2.60,181
2026-06-24T18:00,27.2,85,0.20,1004.3,100,3.00,177
2026-06-24T19:00,27.2,84,0.00,1004.8,100,2.59,170
2026-06-24T20:00,27.4,82,0.00,1005.0,100,2.65,183
2026-06-24T21:00,27.7,80,0.00,1005.6,100,2.69,195
2026-06-24T22:00,27.7,81,0.10,1006.2,98,2.79,189
2026-06-24T23:00,27.7,81,0.50,1006.4,92,3.24,197
2026-06-25T00:00,27.6,82,0.20,1006.2,100,2.77,206
2026-06-25T01:00,27.3,85,0.10,1005.4,100,2.51,175
2026-06-25T02:00,26.0,89,1.10,1005.5,99,2.26,242
2026-06-25T03:00,26.3,89,0.40,1005.0,99,2.82,210
2026-06-25T04:00,26.4,88,0.00,1004.8,80,2.73,188
2026-06-25T05:00,26.0,88,0.00,1005.1,60,1.97,216
2026-06-25T06:00,25.9,89,1.10,1005.5,22,1.51,188
2026-06-25T07:00,26.9,86,0.00,1006.1,45,1.52,157
2026-06-25T08:00,28.0,83,0.00,1006.6,19,2.01,186
2026-06-25T09:00,28.4,79,0.30,1007.3,94,2.52,229
2026-06-25T10:00,28.7,79,0.10,1007.4,95,2.59,199
2026-06-25T11:00,29.7,70,0.50,1007.0,49,2.16,222
2026-06-25T12:00,29.3,74,0.40,1006.3,45,2.84,221
2026-06-25T13:00,29.7,74,0.20,1005.7,50,2.73,220
2026-06-25T14:00,29.5,76,0.30,1005.3,48,2.79,216
2026-06-25T15:00,29.5,76,0.10,1004.8,27,3.08,224
2026-06-25T16:00,29.1,78,0.20,1004.4,41,4.25,233
2026-06-25T17:00,29.1,76,0.10,1004.3,90,2.69,204
2026-06-25T18:00,28.3,82,0.30,1004.8,97,2.51,226
2026-06-25T19:00,27.9,83,0.40,1005.4,66,2.33,223
2026-06-25T20:00,28.1,81,0.10,1006.0,77,2.45,219
2026-06-25T21:00,27.7,85,0.10,1006.4,76,2.14,201
2026-06-25T22:00,27.1,89,0.40,1006.8,84,2.01,184
2026-06-25T23:00,27.4,85,0.30,1006.6,98,2.53,162
2026-06-26T00:00,26.9,88,0.10,1006.2,98,1.90,183
2026-06-26T01:00,26.2,90,1.00,1006.2,98,1.20,175
2026-06-26T02:00,26.3,92,0.10,1005.9,96,1.25,151
2026-06-26T03:00,26.3,90,0.10,1005.6,84,1.95,183
2026-06-26T04:00,26.3,90,0.00,1005.8,90,2.15,162
2026-06-26T05:00,26.5,92,0.00,1005.5,94,1.26,146
2026-06-26T06:00,26.9,91,0.00,1005.9,77,1.77,133
2026-06-26T07:00,27.7,88,0.00,1006.7,77,1.45,139
2026-06-26T08:00,27.5,83,0.50,1007.2,100,1.31,162
2026-06-26T09:00,27.0,85,1.70,1008.2,100,1.25,270
2026-06-26T10:00,27.6,82,0.40,1008.1,74,1.45,221
2026-06-26T11:00,29.4,76,0.00,1007.5,63,1.96,212
2026-06-26T12:00,30.2,73,0.00,1007.0,80,2.16,226
2026-06-26T13:00,30.3,72,0.20,1006.6,80,2.93,224
2026-06-26T14:00,30.2,73,0.20,1005.6,92,3.54,226
2026-06-26T15:00,29.6,72,0.50,1005.0,65,4.25,228
2026-06-26T16:00,29.6,74,0.20,1004.6,54,3.36,237
2026-06-26T17:00,29.5,76,0.00,1004.6,72,3.30,229
2026-06-26T18:00,29.3,78,0.30,1004.8,71,2.84,231
2026-06-26T19:00,28.8,80,0.10,1005.4,88,2.58,226
2026-06-26T20:00,28.6,81,0.10,1006.1,98,2.09,220
2026-06-26T21:00,28.4,83,0.10,1006.7,97,2.21,213
2026-06-26T22:00,27.7,87,0.10,1007.2,66,2.21,208
2026-06-26T23:00,28.6,81,0.10,1006.5,98,1.48,204
2026-06-27T00:00,28.4,82,0.00,1006.3,99,1.50,178
2026-06-27T01:00,27.9,85,0.00,1005.9,85,1.95,167
2026-06-27T02:00,27.4,88,0.00,1005.6,80,2.00,167
2026-06-27T03:00,27.3,88,0.00,1005.2,91,1.90,183
2026-06-27T04:00,27.1,88,0.00,1005.1,96,1.60,182
2026-06-27T05:00,27.2,86,0.10,1005.5,66,0.36,106
2026-06-27T06:00,26.9,90,0.00,1005.6,73,1.04,107
2026-06-27T07:00,27.5,88,0.00,1006.1,71,1.61,120
2026-06-27T08:00,28.4,81,0.00,1006.4,23,1.75,149
2026-06-27T09:00,29.4,76,0.10,1006.8,20,1.65,180
2026-06-27T10:00,30.2,72,0.10,1006.9,28,1.63,207
2026-06-27T11:00,30.9,70,0.10,1006.7,36,1.63,227
2026-06-27T12:00,31.0,71,0.10,1005.8,23,1.81,242
2026-06-27T13:00,31.1,71,0.20,1005.2,27,1.96,251
2026-06-27T14:00,31.0,70,0.10,1004.3,23,2.67,257
2026-06-27T15:00,30.7,72,0.00,1003.4,12,3.10,260
2026-06-27T16:00,30.4,72,0.00,1003.1,22,2.78,262
2026-06-27T17:00,30.8,70,0.00,1002.7,49,2.85,252
2026-06-27T18:00,30.2,73,0.00,1003.4,23,2.33,247
2026-06-27T19:00,29.7,77,0.00,1004.3,64,1.50,249
2026-06-27T20:00,29.5,79,0.00,1004.9,77,1.60,231
2026-06-27T21:00,29.3,79,0.00,1005.3,40,1.06,225
2026-06-27T22:00,29.2,80,0.00,1005.3,38,1.10,227
2026-06-27T23:00,29.1,79,0.00,1005.2,58,1.00,217
2026-06-28T00:00,29.0,81,0.00,1004.7,76,0.60,180
2026-06-28T01:00,28.4,84,0.10,1004.3,95,0.70,159
2026-06-28T02:00,28.0,88,0.30,1004.1,87,1.30,164
2026-06-28T03:00,27.8,90,0.00,1003.5,65,0.61,215
2026-06-28T04:00,27.6,88,0.20,1003.9,79,1.26,173
2026-06-28T05:00,27.3,91,0.00,1003.9,95,1.39,201
2026-06-28T06:00,27.1,89,0.10,1004.2,100,1.97,171
2026-06-28T07:00,27.1,89,0.00,1004.8,100,2.15,158
2026-06-28T08:00,27.7,86,0.00,1005.0,87,1.54,144
2026-06-28T09:00,28.7,82,0.00,1005.3,57,1.10,156
2026-06-28T10:00,29.9,78,0.00,1005.6,50,1.39,195
2026-06-28T11:00,30.3,74,0.00,1005.4,98,1.87,214
2026-06-28T12:00,30.6,73,0.00,1004.7,86,2.48,236
2026-06-28T13:00,30.6,73,0.00,1004.1,83,3.42,245
2026-06-28T14:00,29.7,74,0.70,1003.7,91,2.96,248
2026-06-28T15:00,29.2,77,0.60,1003.1,94,2.86,258
2026-06-28T16:00,29.0,78,0.10,1002.6,87,3.60,268
2026-06-28T17:00,28.9,77,0.20,1003.0,96,3.18,254
2026-06-28T18:00,27.7,82,0.20,1003.1,98,2.87,263
2026-06-28T19:00,25.7,93,2.40,1004.8,100,2.72,224
2026-06-28T20:00,25.9,93,4.30,1005.3,100,1.45,270
2026-06-28T21:00,26.3,91,1.50,1005.5,100,0.25,270
2026-06-28T22:00,26.1,95,0.60,1005.5,99,1.25,88
2026-06-28T23:00,27.3,90,0.20,1005.2,100,2.34,250
2026-06-29T00:00,26.9,89,0.60,1004.9,100,3.10,239
2026-06-29T01:00,26.7,90,0.80,1004.5,100,2.42,240
2026-06-29T02:00,26.3,93,1.10,1004.1,100,2.46,232
2026-06-29T03:00,26.6,93,0.80,1003.7,100,0.95,183
2026-06-29T04:00,26.1,95,1.30,1003.7,100,1.63,130
2026-06-29T05:00,26.7,93,0.60,1003.2,100,0.25,101
2026-06-29T06:00,26.0,95,1.10,1003.1,100,0.89,106
2026-06-29T07:00,26.4,91,1.30,1004.2,100,1.70,194
2026-06-29T08:00,25.7,93,2.40,1005.0,100,2.95,242
2026-06-29T09:00,26.7,87,1.30,1005.4,93,1.92,242
2026-06-29T10:00,28.3,80,0.30,1005.7,98,2.48,242
2026-06-29T11:00,27.4,86,1.40,1005.7,100,0.76,247
2026-06-29T12:00,27.6,85,0.90,1005.1,100,1.26,252
2026-06-29T13:00,27.6,85,1.10,1004.9,100,0.99,221
2026-06-29T14:00,28.0,80,0.40,1004.4,98,1.99,231
2026-06-29T15:00,28.4,78,0.10,1003.6,96,2.70,236
2026-06-29T16:00,27.6,80,0.50,1003.2,81,3.45,231
2026-06-29T17:00,26.9,92,1.30,1003.1,100,2.62,209
2026-06-29T18:00,26.7,93,2.00,1003.3,100,2.96,196
2026-06-29T19:00,26.9,93,1.00,1003.6,100,2.82,203
2026-06-29T20:00,27.1,89,0.20,1004.2,100,2.90,216
2026-06-29T21:00,26.6,89,2.20,1004.9,99,2.98,229
2026-06-29T22:00,26.3,92,2.30,1005.7,100,3.10,211
2026-06-29T23:00,26.5,89,1.40,1005.4,100,2.91,207
2026-06-30T00:00,26.1,93,6.00,1005.2,100,1.43,216
2026-06-30T01:00,26.3,93,2.20,1004.4,100,2.41,230
2026-06-30T02:00,26.2,93,1.80,1003.9,100,2.27,229
2026-06-30T03:00,25.8,94,3.40,1003.9,100,2.05,236
2026-06-30T04:00,26.0,95,2.40,1003.8,100,2.72,238
2026-06-30T05:00,26.2,92,2.30,1003.8,100,3.24,214
2026-06-30T06:00,25.1,94,2.50,1004.1,100,3.66,220
2026-06-30T07:00,26.4,93,3.40,1004.6,100,2.44,199
2026-06-30T08:00,26.6,91,1.20,1005.1,100,3.26,223
2026-06-30T09:00,27.5,86,1.40,1005.5,100,2.82,213
2026-06-30T10:00,26.5,91,2.40,1005.9,100,3.22,222
2026-06-30T11:00,27.8,87,1.30,1005.3,100,3.16,203
2026-06-30T12:00,27.7,83,1.30,1005.5,100,3.61,225
2026-06-30T13:00,28.6,81,1.00,1005.0,100,3.38,209
2026-06-30T14:00,28.6,79,0.30,1004.2,93,3.61,211
2026-06-30T15:00,27.8,84,1.90,1003.6,92,4.60,224
2026-06-30T16:00,27.6,82,1.00,1003.1,81,4.99,232
2026-06-30T17:00,26.8,91,4.50,1003.3,100,4.56,243
2026-06-30T18:00,27.0,92,2.30,1003.1,100,4.12,237
2026-06-30T19:00,26.4,90,2.70,1003.6,100,4.65,243
2026-06-30T20:00,26.2,91,2.80,1004.2,100,4.93,240
2026-06-30T21:00,26.5,93,3.20,1004.6,100,4.27,243
2026-06-30T22:00,26.5,92,2.80,1004.9,100,4.02,243
2026-06-30T23:00,26.8,89,3.40,1004.6,100,5.75,245
2026-07-01T00:00,27.2,88,3.00,1003.7,100,5.94,237
2026-07-01T01:00,27.1,86,7.70,1003.5,100,5.78,247
2026-07-01T02:00,26.6,88,6.70,1002.7,100,5.87,247
2026-07-01T03:00,26.5,90,4.80,1002.7,100,5.15,247
2026-07-01T04:00,26.1,91,5.20,1002.6,100,4.81,246
2026-07-01T05:00,26.9,88,5.40,1002.5,99,3.07,248
2026-07-01T06:00,26.8,87,0.40,1002.9,100,3.19,229
2026-07-01T07:00,25.9,93,2.20,1003.6,100,3.39,262
2026-07-01T08:00,26.0,94,2.60,1004.0,100,2.87,235
2026-07-01T09:00,26.9,91,1.40,1004.6,100,3.62,246
2026-07-01T10:00,26.9,91,2.60,1004.8,100,3.23,235
2026-07-01T11:00,26.8,92,3.20,1004.0,100,3.73,250
2026-07-01T12:00,27.0,91,5.80,1003.7,100,4.21,250
2026-07-01T13:00,26.9,94,4.50,1003.4,100,3.92,259
2026-07-01T14:00,26.5,91,4.60,1003.0,100,4.11,257
2026-07-01T15:00,26.6,91,3.10,1002.6,100,4.37,246
2026-07-01T16:00,26.4,92,2.80,1002.4,100,4.72,244
2026-07-01T17:00,27.2,88,5.10,1002.3,100,5.59,257
2026-07-01T18:00,26.9,87,6.20,1002.5,100,5.24,257
2026-07-01T19:00,27.0,87,2.90,1002.8,100,4.41,257
2026-07-01T20:00,27.3,87,1.50,1003.6,100,3.71,256
2026-07-01T21:00,26.9,88,0.60,1004.3,100,3.25,260
2026-07-01T22:00,26.1,91,2.60,1005.0,100,4.10,223
2026-07-01T23:00,25.0,94,1.70,1005.3,100,2.43,212
2026-07-02T00:00,25.3,93,4.30,1004.7,100,1.54,245
2026-07-02T01:00,25.6,93,2.20,1004.3,100,2.41,214
2026-07-02T02:00,25.5,91,0.90,1003.9,100,2.83,224
2026-07-02T03:00,25.7,92,0.90,1003.6,100,2.77,219
2026-07-02T04:00,25.7,92,0.30,1003.1,100,2.85,198
2026-07-02T05:00,26.1,93,1.50,1003.3,100,2.64,245
2026-07-02T06:00,26.1,91,2.20,1003.7,100,3.44,242
2026-07-02T07:00,25.7,93,2.10,1004.4,100,3.75,222
2026-07-02T08:00,25.7,93,1.70,1004.6,100,3.86,223
2026-07-02T09:00,26.7,90,1.50,1005.2,100,3.44,213
2026-07-02T10:00,26.9,92,1.70,1005.2,100,4.17,225
2026-07-02T11:00,27.6,91,2.30,1005.1,100,5.50,244
2026-07-02T12:00,27.4,91,4.00,1004.8,100,5.13,248
2026-07-02T13:00,26.9,89,4.60,1004.5,100,5.19,249
2026-07-02T14:00,27.0,88,2.80,1004.2,100,5.03,257
2026-07-02T15:00,26.3,88,2.40,1003.7,100,4.55,262
2026-07-02T16:00,26.5,92,5.00,1003.6,100,3.59,235
2026-07-02T17:00,27.1,88,3.70,1002.9,95,3.43,247
2026-07-02T18:00,27.1,90,1.40,1003.1,73,2.88,236
2026-07-02T19:00,26.2,90,1.00,1003.6,98,2.80,235
2026-07-02T20:00,27.0,88,0.40,1004.1,99,3.33,244
2026-07-02T21:00,25.8,91,3.60,1005.7,100,3.15,260
2026-07-02T22:00,25.9,94,3.10,1006.0,100,1.57,233
2026-07-02T23:00,26.3,91,2.10,1005.5,100,3.83,258
2026-07-03T00:00,26.5,92,0.80,1005.0,100,3.76,267
2026-07-03T01:00,26.0,91,1.40,1004.9,100,3.76,289
2026-07-03T02:00,25.5,93,2.10,1004.7,100,3.56,294
2026-07-03T03:00,25.2,94,3.40,1004.5,100,3.06,281
2026-07-03T04:00,25.4,93,2.00,1004.1,100,2.75,268
2026-07-03T05:00,26.1,91,2.60,1003.9,100,3.67,285
2026-07-03T06:00,26.0,93,3.80,1004.2,100,2.27,256
2026-07-03T07:00,26.3,93,3.00,1004.6,100,2.79,255
2026-07-03T08:00,26.5,92,2.00,1005.0,100,2.43,256
2026-07-03T09:00,25.7,93,4.00,1005.7,100,4.30,279
2026-07-03T10:00,25.8,94,2.40,1006.1,100,2.75,260
2026-07-03T11:00,26.4,92,1.80,1005.7,100,2.90,273
2026-07-03T12:00,26.8,91,2.10,1005.2,93,3.62,281
2026-07-03T13:00,26.6,90,2.90,1005.2,100,3.11,264
2026-07-03T14:00,26.3,90,1.70,1004.5,100,5.23,243
2026-07-03T15:00,26.7,88,0.70,1004.3,100,3.98,252
2026-07-03T16:00,26.0,90,2.40,1004.2,100,4.50,273
2026-07-03T17:00,27.3,84,3.60,1003.6,100,3.95,268
2026-07-03T18:00,25.8,91,2.80,1003.9,100,4.00,269
2026-07-03T19:00,26.4,90,1.50,1004.1,100,3.56,275
2026-07-03T20:00,26.7,89,0.70,1004.4,100,3.10,271
2026-07-03T21:00,26.5,88,0.60,1005.0,100,3.47,255
2026-07-03T22:00,25.9,91,2.00,1005.7,100,4.65,243
2026-07-03T23:00,25.6,90,1.50,1004.8,100,3.70,261
2026-07-04T00:00,25.8,91,2.70,1004.4,100,4.44,256
2026-07-04T01:00,26.1,91,1.10,1003.9,100,3.87,259
2026-07-04T02:00,26.2,92,1.70,1003.2,100,3.05,260
2026-07-04T03:00,26.2,92,2.60,1002.7,100,3.71,256
2026-07-04T04:00,26.3,93,4.00,1002.6,100,3.52,259
2026-07-04T05:00,26.2,94,6.50,1002.4,100,3.42,277
2026-07-04T06:00,25.8,95,6.40,1002.9,100,3.99,278
2026-07-04T07:00,25.8,93,7.20,1003.4,100,3.40,267
2026-07-04T08:00,25.9,93,5.20,1003.5,100,3.40,271
2026-07-04T09:00,26.4,92,3.30,1003.4,100,3.28,258
2026-07-04T10:00,26.3,93,4.00,1003.6,100,3.76,251
2026-07-04T11:00,26.6,92,4.40,1003.3,100,3.73,282
2026-07-04T12:00,26.4,93,7.40,1002.9,100,4.55,269
2026-07-04T13:00,26.8,89,5.00,1002.5,100,4.60,248
2026-07-04T14:00,26.3,91,3.00,1001.8,100,4.54,229
2026-07-04T15:00,26.3,91,3.10,1001.0,100,4.77,232
2026-07-04T16:00,26.6,89,2.20,1000.5,100,5.32,239
2026-07-04T17:00,26.2,91,3.30,1000.3,100,5.16,273
2026-07-04T18:00,26.0,89,1.40,1000.4,100,4.68,260
2026-07-04T19:00,26.4,91,0.60,1000.5,100,4.14,262
2026-07-04T20:00,27.3,87,0.10,1000.7,100,4.62,264
2026-07-04T21:00,26.9,84,0.10,1001.4,100,4.95,262
2026-07-04T22:00,26.2,90,1.60,1001.9,100,4.32,246
2026-07-04T23:00,26.5,90,1.20,1001.3,100,4.88,264
2026-07-05T00:00,26.2,94,2.40,1000.5,100,4.50,270
2026-07-05T01:00,25.9,93,5.30,1000.0,100,3.46,266
2026-07-05T02:00,26.2,91,3.00,999.4,100,3.49,243
2026-07-05T03:00,25.9,92,3.40,998.9,100,4.81,246
2026-07-05T04:00,26.3,91,3.90,998.6,100,5.85,250
2026-07-05T05:00,26.0,93,7.10,998.5,100,4.27,275
2026-07-05T06:00,25.9,94,10.60,998.7,100,6.75,277
2026-07-05T07:00,26.4,92,5.70,999.1,100,5.66,273
2026-07-05T08:00,26.7,91,2.40,999.2,100,6.09,247
2026-07-05T09:00,26.8,90,8.70,999.3,100,7.54,250
2026-07-05T10:00,26.8,91,11.20,998.9,100,8.05,256
2026-07-05T11:00,26.5,93,8.70,999.3,100,6.23,279
2026-07-05T12:00,26.5,91,5.50,998.9,100,5.29,280
2026-07-05T13:00,27.0,87,2.90,999.0,100,4.96,266
2026-07-05T14:00,26.4,89,5.40,999.1,100,6.07,259
2026-07-05T15:00,26.5,90,3.40,998.5,97,5.93,246
2026-07-05T16:00,26.6,88,1.50,998.0,100,6.02,245
2026-07-05T17:00,26.7,92,3.60,998.2,100,6.53,239
2026-07-05T18:00,26.7,91,14.30,998.6,100,8.42,258
2026-07-05T19:00,26.6,90,10.90,998.9,100,7.93,275
2026-07-05T20:00,26.1,89,8.90,1000.0,100,6.72,274
2026-07-05T21:00,26.9,86,3.80,1000.7,100,7.12,278
2026-07-05T22:00,26.9,87,1.40,1001.2,100,5.81,267
2026-07-05T23:00,26.6,89,2.90,1000.1,100,5.76,281
2026-07-06T00:00,26.7,88,3.00,999.8,100,6.33,282
2026-07-06T01:00,26.8,92,1.40,999.0,100,5.10,262
2026-07-06T02:00,27.0,88,2.90,998.6,100,5.67,261
2026-07-06T03:00,27.3,82,1.70,998.8,100,6.83,265
2026-07-06T04:00,27.2,82,1.40,998.6,100,5.84,258
2026-07-06T05:00,26.7,91,0.80,997.7,100,7.75,263
2026-07-06T06:00,27.0,90,4.50,998.0,100,7.80,263
2026-07-06T07:00,26.9,87,5.60,999.2,100,8.78,265
2026-07-06T08:00,26.8,88,9.70,999.8,100,7.57,262
2026-07-06T09:00,26.9,90,9.30,1000.4,100,7.60,264
2026-07-06T10:00,26.9,90,12.80,1000.4,100,6.56,257
2026-07-06T11:00,27.0,90,8.30,999.4,100,7.32,290
2026-07-06T12:00,27.3,90,15.00,999.0,100,7.84,283
2026-07-06T13:00,26.8,87,9.30,999.0,100,9.62,266
2026-07-06T14:00,26.8,90,8.20,998.4,100,9.02,266
2026-07-06T15:00,26.4,92,6.00,998.6,100,7.28,264
2026-07-06T16:00,27.0,89,4.30,997.6,100,8.90,262
2026-07-06T17:00,27.6,89,5.10,997.7,100,7.26,262
2026-07-06T18:00,27.3,88,3.80,998.0,100,8.00,264
2026-07-06T19:00,27.0,89,4.40,998.9,100,7.50,258
2026-07-06T20:00,27.0,88,4.00,999.7,100,7.76,252
2026-07-06T21:00,27.0,86,3.10,1000.3,100,7.50,257
2026-07-06T22:00,27.1,85,3.20,1000.8,100,7.81,257
2026-07-06T23:00,27.5,86,4.00,999.9,100,8.20,271
2026-07-07T00:00,27.2,87,0.60,999.9,100,6.75,263
2026-07-07T01:00,27.2,85,1.80,999.5,100,6.51,266
2026-07-07T02:00,26.7,90,2.20,999.1,100,7.06,268
2026-07-07T03:00,26.8,87,4.60,998.8,100,6.48,265
2026-07-07T04:00,27.0,88,3.60,998.6,100,7.03,261
2026-07-07T05:00,28.0,88,2.60,998.8,100,7.10,264
2026-07-07T06:00,27.4,85,0.20,999.8,100,6.28,254
2026-07-07T07:00,27.5,83,1.20,1000.6,100,6.30,263
2026-07-07T08:00,26.3,89,3.60,1000.7,100,6.31,259
2026-07-07T09:00,28.1,82,0.90,1001.1,100,5.76,251
2026-07-07T10:00,28.0,83,0.70,1001.1,100,5.27,258
2026-07-07T11:00,27.0,88,1.40,1001.2,100,6.58,252
2026-07-07T12:00,27.8,87,0.80,1000.4,100,5.84,243
2026-07-07T13:00,27.3,87,3.00,1000.4,100,6.61,254
2026-07-07T14:00,27.6,81,1.20,1000.4,100,7.35,268
2026-07-07T15:00,27.1,85,1.60,1000.2,100,7.14,257
2026-07-07T16:00,26.7,88,3.60,999.9,100,6.70,263
2026-07-07T17:00,26.9,90,1.90,999.1,100,6.81,251
2026-07-07T18:00,26.7,92,6.10,999.3,100,4.95,271
2026-07-07T19:00,26.5,90,4.80,999.7,100,4.72,275
2026-07-07T20:00,26.4,92,4.30,1000.3,100,5.22,282
2026-07-07T21:00,26.5,92,1.50,1001.2,100,5.51,291
2026-07-07T22:00,25.6,92,1.00,1001.9,100,4.47,280
2026-07-07T23:00,27.1,92,2.20,1001.0,100,6.71,286
2026-07-08T00:00,26.8,89,4.20,1000.4,100,7.72,278
2026-07-08T01:00,26.8,90,3.30,1000.1,100,6.18,276
2026-07-08T02:00,27.3,91,3.60,1000.0,100,6.47,274
2026-07-08T03:00,28.2,85,0.70,1000.0,100,7.66,273
2026-07-08T04:00,28.0,83,1.00,1000.4,100,7.45,270
2026-07-08T05:00,27.7,92,0.80,1000.7,100,6.29,260
2026-07-08T06:00,27.0,89,2.20,1001.0,100,7.42,262
2026-07-08T07:00,26.2,90,0.60,1001.7,100,6.63,255
2026-07-08T08:00,26.8,89,0.70,1002.3,100,5.80,246
2026-07-08T09:00,26.9,90,0.70,1003.2,100,4.38,235
2026-07-08T10:00,27.2,90,2.50,1004.1,100,3.62,264
2026-07-08T11:00,27.8,86,2.60,1003.0,100,4.88,276
2026-07-08T12:00,27.9,88,0.40,1003.1,100,5.04,277
2026-07-08T13:00,28.8,85,0.00,1002.7,100,3.87,265
2026-07-08T14:00,29.2,81,0.40,1002.0,100,4.73,260
2026-07-08T15:00,28.9,84,0.30,1001.8,100,3.76,260
2026-07-08T16:00,28.4,85,0.40,1001.7,100,3.51,265
2026-07-08T17:00,28.4,86,0.10,1001.5,100,4.23,249
2026-07-08T18:00,28.0,90,0.50,1001.6,100,3.64,261
2026-07-08T19:00,28.0,87,0.30,1002.6,100,3.60,246
2026-07-08T20:00,28.3,88,0.30,1003.3,100,4.11,257
2026-07-08T21:00,28.1,88,0.30,1004.0,100,4.66,246
2026-07-08T22:00,28.3,87,0.00,1004.5,100,4.12,247
2026-07-08T23:00,27.7,88,0.00,1004.3,100,4.94,242
2026-07-09T00:00,28.3,82,0.00,1003.7,100,4.89,248
2026-07-09T01:00,28.4,81,0.00,1003.7,100,4.48,250
2026-07-09T02:00,28.3,82,0.10,1003.1,100,5.19,245
2026-07-09T03:00,28.1,83,0.10,1003.2,100,5.41,245
2026-07-09T04:00,27.8,85,0.00,1003.2,100,5.46,243
2026-07-09T05:00,27.7,87,0.10,1003.4,98,4.84,240
2026-07-09T06:00,27.8,84,0.30,1003.9,99,4.63,244
2026-07-09T07:00,28.1,85,0.20,1004.7,100,4.70,246
2026-07-09T08:00,28.3,83,0.10,1005.1,100,5.74,247
2026-07-09T09:00,28.3,85,0.20,1005.6,100,5.57,246
2026-07-09T10:00,28.5,84,0.10,1006.1,100,5.02,247
2026-07-09T11:00,28.9,80,0.30,1006.3,100,5.28,242
2026-07-09T12:00,29.0,81,0.30,1006.4,100,5.56,240
2026-07-09T13:00,29.0,80,0.00,1006.0,100,4.96,242
2026-07-09T14:00,28.7,81,0.20,1005.8,100,5.14,243
2026-07-09T15:00,28.9,80,0.20,1005.2,100,5.09,247
2026-07-09T16:00,29.2,79,0.20,1004.8,99,5.21,249
2026-07-09T17:00,29.0,81,0.40,1004.9,70,5.08,241
2026-07-09T18:00,28.5,84,0.20,1005.2,71,4.97,238
2026-07-09T19:00,27.7,88,0.10,1005.9,67,5.06,232
2026-07-09T20:00,27.7,88,0.10,1006.5,81,4.73,231
2026-07-09T21:00,27.6,89,0.00,1007.0,88,4.55,234
2026-07-09T22:00,26.8,88,0.20,1007.5,90,4.45,237
2026-07-09T23:00,27.6,86,0.60,1007.2,66,4.03,233
2026-07-10T00:00,27.7,85,0.10,1006.8,92,3.80,230
2026-07-10T01:00,27.3,87,0.00,1006.7,95,3.71,233
2026-07-10T02:00,27.2,87,0.10,1006.1,50,4.26,239
2026-07-10T03:00,26.7,86,0.30,1006.1,59,4.19,237
2026-07-10T04:00,26.9,86,0.30,1006.0,26,4.18,238
2026-07-10T05:00,27.3,89,0.30,1006.1,84,4.17,240
2026-07-10T06:00,27.8,86,0.00,1006.4,95,4.36,245
2026-07-10T07:00,28.2,85,0.00,1007.1,96,4.64,246
2026-07-10T08:00,28.6,83,0.10,1007.7,39,4.76,249
2026-07-10T09:00,28.7,83,0.20,1008.4,34,4.60,251
2026-07-10T10:00,29.0,82,0.00,1008.3,31,4.62,252
2026-07-10T11:00,29.8,77,0.20,1008.4,49,4.76,253
2026-07-10T12:00,30.2,75,0.20,1008.4,99,4.80,248
2026-07-10T13:00,29.8,76,0.10,1008.0,98,4.71,248
2026-07-10T14:00,29.7,77,0.30,1007.8,93,4.81,249
2026-07-10T15:00,29.7,77,0.20,1007.2,92,5.01,251
2026-07-10T16:00,29.3,79,0.20,1006.9,30,4.94,257
2026-07-10T17:00,29.1,81,0.20,1007.1,63,4.20,248
2026-07-10T18:00,28.8,82,0.10,1007.3,77,4.07,242
2026-07-10T19:00,28.4,82,0.00,1007.4,87,4.16,243
2026-07-10T20:00,28.3,83,0.10,1007.9,94,4.07,244
2026-07-10T21:00,28.2,83,0.10,1008.5,98,4.05,246
2026-07-10T22:00,28.3,82,0.10,1008.8,100,4.56,249
2026-07-10T23:00,27.9,85,0.00,1008.7,99,4.83,249
2026-07-11T00:00,27.6,87,0.00,1008.0,99,4.49,243
2026-07-11T01:00,27.4,88,0.00,1007.3,98,4.41,244
2026-07-11T02:00,27.2,88,0.10,1006.6,91,4.23,247
2026-07-11T03:00,27.5,87,0.10,1006.2,91,4.38,249
2026-07-11T04:00,27.8,85,0.00,1006.0,99,4.65,251
2026-07-11T05:00,27.7,86,0.00,1006.0,83,3.99,236
2026-07-11T06:00,27.7,86,0.00,1006.5,97,4.12,234
2026-07-11T07:00,28.1,84,0.00,1007.1,99,4.59,241
2026-07-11T08:00,28.1,84,0.00,1007.7,98,5.08,244
2026-07-11T09:00,28.6,82,0.00,1008.2,84,5.08,241
2026-07-11T10:00,28.5,83,0.20,1008.3,96,5.31,240
2026-07-11T11:00,29.7,75,0.50,1008.3,92,5.87,238
2026-07-11T12:00,29.4,74,1.00,1007.8,79,5.59,243
