latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
19.099998,72.90001,8.0,19800,Asia/Kolkata,GMT+5:30

time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³)
2026-07-19T19:30,22.8,11.1,258.0,7.9,5.6,46.0

time,pm10 (μg/m³),pm2_5 (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),carbon_monoxide (μg/m³)
2026-05-15T16:00,22.5,16.1,7.1,4.3,73.0,212.0
2026-05-15T17:00,26.3,18.4,7.9,4.5,70.0,223.0
2026-05-15T18:00,26.4,18.5,8.2,4.6,66.0,231.0
2026-05-15T19:00,26.7,18.5,8.5,4.7,61.0,238.0
2026-05-15T20:00,27.0,18.3,8.4,4.6,57.0,237.0
2026-05-15T21:00,27.5,18.2,7.3,4.2,56.0,222.0
2026-05-15T22:00,27.5,17.9,5.8,3.5,56.0,200.0
2026-05-15T23:00,27.1,17.2,4.6,3.0,55.0,180.0
2026-05-16T00:00,26.6,16.5,4.0,2.7,53.0,166.0
2026-05-16T01:00,25.8,15.8,3.8,2.5,50.0,154.0
2026-05-16T02:00,25.6,15.3,3.8,2.4,47.0,148.0
2026-05-16T03:00,25.6,15.0,4.2,2.5,44.0,149.0
2026-05-16T04:00,25.9,14.8,5.0,2.8,41.0,156.0
2026-05-16T05:00,26.8,13.8,3.9,3.4,46.0,166.0
2026-05-16T06:00,27.4,13.7,4.9,4.1,45.0,182.0
2026-05-16T07:00,28.6,14.2,6.1,4.9,45.0,201.0
2026-05-16T08:00,29.6,14.6,6.7,5.6,49.0,210.0
2026-05-16T09:00,30.7,15.4,5.7,5.8,60.0,201.0
2026-05-16T10:00,33.3,16.6,4.0,5.7,75.0,182.0
2026-05-16T11:00,36.7,17.5,3.2,5.6,87.0,169.0
2026-05-16T12:00,38.1,19.8,4.1,5.5,94.0,166.0
2026-05-16T13:00,36.4,19.2,5.9,5.4,98.0,167.0
2026-05-16T14:00,36.0,18.2,7.3,5.2,97.0,173.0
2026-05-16T15:00,38.6,16.8,7.7,4.9,90.0,184.0
2026-05-16T16:00,40.4,16.4,7.8,4.5,79.0,200.0
2026-05-16T17:00,38.2,15.9,8.3,4.3,74.0,213.0
2026-05-16T18:00,39.6,16.2,8.9,4.7,71.0,222.0
2026-05-16T19:00,40.6,16.3,9.6,5.3,66.0,229.0
2026-05-16T20:00,41.1,16.5,9.8,5.6,62.0,231.0
2026-05-16T21:00,39.9,16.1,9.1,5.3,59.0,226.0
2026-05-16T22:00,38.1,15.7,7.8,4.7,58.0,216.0
2026-05-16T23:00,36.2,15.1,6.8,4.1,56.0,204.0
2026-05-17T00:00,34.9,14.5,6.2,3.6,55.0,185.0
2026-05-17T01:00,34.6,14.3,5.8,3.1,53.0,163.0
2026-05-17T02:00,35.4,14.5,5.9,2.9,52.0,153.0
2026-05-17T03:00,37.4,14.9,7.0,2.9,50.0,164.0
2026-05-17T04:00,38.5,15.4,8.7,3.1,47.0,187.0
2026-05-17T05:00,40.4,15.0,7.6,3.7,53.0,204.0
2026-05-17T06:00,40.0,15.5,7.2,4.5,54.0,211.0
2026-05-17T07:00,38.2,14.9,6.6,5.6,56.0,212.0
2026-05-17T08:00,36.6,15.5,6.1,6.7,63.0,209.0
2026-05-17T09:00,38.6,17.9,5.9,7.7,79.0,199.0
2026-05-17T10:00,42.5,21.0,5.9,8.6,100.0,185.0
2026-05-17T11:00,39.3,21.9,5.9,8.9,115.0,174.0
2026-05-17T12:00,39.9,21.5,5.7,8.1,119.0,168.0
2026-05-17T13:00,39.5,21.2,5.4,6.7,117.0,166.0
2026-05-17T14:00,40.7,20.9,5.4,5.6,112.0,168.0
2026-05-17T15:00,45.3,20.7,5.8,5.1,106.0,175.0
2026-05-17T16:00,46.8,20.8,6.5,4.8,97.0,186.0
2026-05-17T17:00,61.2,24.9,6.9,4.9,89.0,199.0
2026-05-17T18:00,59.6,24.6,7.5,5.2,83.0,218.0
2026-05-17T19:00,55.9,23.5,8.2,5.5,75.0,239.0
2026-05-17T20:00,52.4,22.1,8.5,5.6,69.0,247.0
2026-05-17T21:00,48.0,19.9,7.7,5.2,67.0,230.0
2026-05-17T22:00,44.9,18.4,6.3,4.5,67.0,199.0
2026-05-17T23:00,43.7,17.4,5.6,4.0,66.0,179.0
2026-05-18T00:00,43.4,16.8,6.0,4.0,64.0,178.0
2026-05-18T01:00,44.1,16.9,7.0,4.1,62.0,186.0
2026-05-18T02:00,44.4,17.4,7.9,4.3,60.0,200.0
2026-05-18T03:00,44.7,18.0,8.4,4.1,58.0,220.0
2026-05-18T04:00,43.5,18.4,8.9,3.9,55.0,245.0
2026-05-18T05:00,43.1,17.1,6.3,4.6,61.0,266.0
2026-05-18T06:00,43.9,18.6,7.6,6.5,60.0,283.0
2026-05-18T07:00,43.7,19.4,9.2,9.2,61.0,296.0
2026-05-18T08:00,44.1,20.0,10.0,11.0,68.0,299.0
2026-05-18T09:00,46.1,22.2,9.0,11.4,90.0,286.0
2026-05-18T10:00,49.6,25.2,7.1,10.9,119.0,262.0
2026-05-18T11:00,52.2,27.5,5.7,10.0,138.0,240.0
2026-05-18T12:00,48.8,27.6,5.1,8.5,139.0,220.0
2026-05-18T13:00,45.2,25.4,5.0,6.7,130.0,201.0
2026-05-18T14:00,43.9,23.2,5.4,5.3,119.0,192.0
2026-05-18T15:00,41.8,21.9,6.7,4.8,107.0,199.0
2026-05-18T16:00,40.4,21.1,8.6,4.8,94.0,214.0
2026-05-18T17:00,55.2,25.0,8.8,4.5,82.0,227.0
2026-05-18T18:00,55.5,25.5,9.4,5.1,78.0,232.0
2026-05-18T19:00,55.8,25.6,10.2,5.9,73.0,234.0
2026-05-18T20:00,54.6,25.3,10.5,6.3,68.0,234.0
2026-05-18T21:00,53.2,24.6,9.9,6.1,65.0,231.0
2026-05-18T22:00,52.2,23.8,8.9,5.4,64.0,227.0
2026-05-18T23:00,51.1,23.1,8.1,4.9,62.0,221.0
2026-05-19T00:00,50.3,22.4,7.9,4.5,60.0,214.0
2026-05-19T01:00,51.0,22.5,7.8,4.1,59.0,206.0
2026-05-19T02:00,53.7,23.4,7.8,4.0,58.0,202.0
2026-05-19T03:00,51.9,22.4,7.6,4.2,57.0,206.0
2026-05-19T04:00,52.5,22.1,7.3,4.7,56.0,214.0
2026-05-19T05:00,53.6,22.4,7.6,5.4,56.0,220.0
2026-05-19T06:00,55.2,22.5,8.5,6.9,57.0,221.0
2026-05-19T07:00,57.3,22.6,9.7,8.8,59.0,220.0
2026-05-19T08:00,61.0,24.6,10.1,10.2,66.0,216.0
2026-05-19T09:00,65.2,26.7,9.0,10.5,84.0,209.0
2026-05-19T10:00,67.8,28.1,7.0,10.2,108.0,199.0
2026-05-19T11:00,68.5,28.9,5.4,9.4,123.0,190.0
2026-05-19T12:00,67.1,27.8,4.4,7.9,122.0,182.0
2026-05-19T13:00,62.9,25.0,3.7,5.9,112.0,175.0
2026-05-19T14:00,59.6,22.7,3.6,4.5,101.0,173.0
2026-05-19T15:00,56.2,21.6,4.5,4.1,91.0,182.0
2026-05-19T16:00,54.2,21.1,6.0,4.3,80.0,196.0
2026-05-19T17:00,61.9,23.7,7.8,4.7,70.0,207.0
2026-05-19T18:00,59.1,23.5,9.0,5.5,66.0,211.0
2026-05-19T19:00,55.9,23.3,10.6,6.6,60.0,212.0
2026-05-19T20:00,53.3,23.3,11.6,7.4,55.0,210.0
2026-05-19T21:00,51.6,23.2,11.6,7.6,53.0,204.0
2026-05-19T22:00,49.9,22.9,10.9,7.5,53.0,194.0
2026-05-19T23:00,48.1,22.2,10.2,7.2,53.0,183.0
2026-05-20T00:00,45.3,21.2,9.3,6.4,52.0,167.0
2026-05-20T01:00,42.1,20.1,8.2,5.4,51.0,150.0
2026-05-20T02:00,39.1,19.3,7.6,4.8,50.0,140.0
2026-05-20T03:00,35.7,18.3,7.9,4.9,48.0,143.0
2026-05-20T04:00,33.1,17.8,8.7,5.4,46.0,153.0
2026-05-20T05:00,32.5,16.9,7.9,6.6,50.0,168.0
2026-05-20T06:00,30.5,16.4,9.0,7.9,50.0,192.0
2026-05-20T07:00,28.7,16.4,10.4,9.6,50.0,221.0
2026-05-20T08:00,28.2,17.2,10.9,11.0,56.0,235.0
2026-05-20T09:00,28.3,18.2,9.7,11.7,75.0,222.0
2026-05-20T10:00,29.2,19.4,7.7,12.0,99.0,195.0
2026-05-20T11:00,31.8,21.8,6.1,11.7,117.0,173.0
2026-05-20T12:00,32.2,22.6,5.3,10.5,123.0,163.0
2026-05-20T13:00,29.9,20.9,4.8,8.7,122.0,158.0
2026-05-20T14:00,26.5,18.0,4.9,7.2,115.0,158.0
2026-05-20T15:00,23.7,15.5,5.7,6.3,100.0,166.0
2026-05-20T16:00,21.7,13.6,7.1,5.7,81.0,179.0
2026-05-20T17:00,22.9,14.1,8.3,5.7,63.0,189.0
2026-05-20T18:00,22.0,13.4,8.5,5.8,58.0,194.0
2026-05-20T19:00,20.8,12.6,8.9,6.1,51.0,196.0
2026-05-20T20:00,20.1,11.8,9.1,6.3,46.0,195.0
2026-05-20T21:00,19.8,11.6,9.3,6.7,44.0,192.0
2026-05-20T22:00,19.9,11.7,9.4,7.1,45.0,186.0
2026-05-20T23:00,19.8,11.6,9.2,7.2,45.0,178.0
2026-05-21T00:00,19.7,11.3,8.4,6.8,45.0,165.0
2026-05-21T01:00,20.1,11.2,7.4,6.1,46.0,150.0
2026-05-21T02:00,20.5,11.4,6.8,5.6,46.0,142.0
2026-05-21T03:00,24.0,13.0,7.0,5.6,45.0,143.0
2026-05-21T04:00,22.2,12.4,7.7,5.8,43.0,150.0
2026-05-21T05:00,24.1,12.7,7.8,6.7,44.0,164.0
2026-05-21T06:00,24.2,13.1,9.2,7.7,43.0,191.0
2026-05-21T07:00,23.7,13.3,11.0,9.0,42.0,225.0
2026-05-21T08:00,23.3,14.1,11.7,9.8,47.0,243.0
2026-05-21T09:00,24.6,15.7,10.2,9.6,65.0,230.0
2026-05-21T10:00,25.4,16.9,7.6,8.9,90.0,201.0
2026-05-21T11:00,26.1,17.5,5.6,8.1,107.0,178.0
2026-05-21T12:00,25.3,17.3,4.7,7.2,111.0,167.0
2026-05-21T13:00,24.0,16.2,4.4,6.2,108.0,162.0
2026-05-21T14:00,22.2,14.9,4.7,5.5,101.0,162.0
2026-05-21T15:00,21.0,13.8,5.7,5.2,89.0,170.0
2026-05-21T16:00,20.2,13.2,7.2,5.3,74.0,185.0
2026-05-21T17:00,23.5,15.7,9.6,6.3,76.0,200.0
2026-05-21T18:00,20.9,13.9,10.3,6.4,65.0,218.0
2026-05-21T19:00,19.7,13.0,11.1,6.6,50.0,238.0
2026-05-21T20:00,19.9,12.9,11.6,6.7,39.0,248.0
2026-05-21T21:00,21.0,13.2,11.2,6.7,37.0,243.0
2026-05-21T22:00,22.1,13.7,10.4,6.7,40.0,230.0
2026-05-21T23:00,22.8,14.1,9.9,6.9,42.0,215.0
2026-05-22T00:00,23.1,14.1,9.9,7.3,42.0,199.0
2026-05-22T01:00,23.2,14.1,10.1,7.8,42.0,182.0
2026-05-22T02:00,22.9,14.1,10.5,8.5,42.0,171.0
2026-05-22T03:00,22.4,13.9,11.0,9.6,41.0,167.0
2026-05-22T04:00,21.8,13.6,11.7,10.9,41.0,169.0
2026-05-22T05:00,21.1,13.1,11.3,10.9,42.0,180.0
2026-05-22T06:00,21.5,13.9,12.7,12.6,41.0,210.0
2026-05-22T07:00,22.4,14.7,14.5,14.9,40.0,250.0
2026-05-22T08:00,23.6,15.8,15.6,16.6,45.0,271.0
2026-05-22T09:00,25.5,17.3,15.4,17.3,62.0,257.0
2026-05-22T10:00,28.2,19.6,14.3,17.4,85.0,225.0
2026-05-22T11:00,35.7,26.0,12.9,16.7,106.0,199.0
2026-05-22T12:00,41.3,30.6,10.6,14.6,124.0,186.0
2026-05-22T13:00,40.3,29.5,8.0,11.8,140.0,178.0
2026-05-22T14:00,36.6,26.1,6.6,9.5,144.0,178.0
2026-05-22T15:00,31.7,22.3,7.7,8.3,129.0,192.0
2026-05-22T16:00,29.2,20.5,10.2,7.8,103.0,214.0
2026-05-22T17:00,24.6,17.4,10.2,9.2,91.0,229.0
2026-05-22T18:00,21.6,15.5,11.0,9.4,81.0,230.0
2026-05-22T19:00,19.1,13.6,12.1,9.6,67.0,224.0
2026-05-22T20:00,17.9,12.9,12.8,9.9,56.0,221.0
2026-05-22T21:00,16.4,11.8,12.9,10.4,52.0,227.0
2026-05-22T22:00,15.3,11.2,12.7,11.0,51.0,236.0
2026-05-22T23:00,14.0,10.3,12.4,11.4,50.0,243.0
2026-05-23T00:00,12.7,9.3,11.9,11.4,49.0,245.0
2026-05-23T01:00,11.8,8.6,11.2,11.2,49.0,245.0
2026-05-23T02:00,11.5,8.4,10.9,11.1,49.0,240.0
2026-05-23T03:00,11.4,8.3,11.1,11.4,48.0,223.0
2026-05-23T04:00,11.5,8.4,11.7,11.9,47.0,203.0
2026-05-23T05:00,12.3,9.1,13.0,12.8,46.0,200.0
2026-05-23T06:00,12.9,9.8,13.1,13.5,46.0,238.0
2026-05-23T07:00,13.1,9.9,13.1,14.3,48.0,293.0
2026-05-23T08:00,13.3,10.1,12.5,14.4,55.0,321.0
2026-05-23T09:00,15.2,11.9,10.5,13.2,74.0,292.0
2026-05-23T10:00,17.2,13.4,7.8,11.2,100.0,235.0
2026-05-23T11:00,18.7,14.6,5.8,9.3,117.0,193.0
2026-05-23T12:00,18.2,14.2,4.8,7.5,120.0,182.0
2026-05-23T13:00,17.1,13.7,4.5,5.8,114.0,186.0
2026-05-23T14:00,13.8,10.6,4.7,4.6,106.0,194.0
2026-05-23T15:00,13.3,10.2,5.7,4.3,96.0,203.0
2026-05-23T16:00,12.7,9.8,7.3,4.6,82.0,217.0
2026-05-23T17:00,13.9,10.5,8.6,4.5,79.0,234.0
2026-05-23T18:00,12.7,9.5,9.1,4.8,71.0,259.0
2026-05-23T19:00,11.8,8.8,9.9,5.3,59.0,287.0
2026-05-23T20:00,11.8,8.7,10.3,5.7,51.0,305.0
2026-05-23T21:00,12.0,8.8,10.2,6.2,49.0,307.0
2026-05-23T22:00,12.2,8.9,9.8,6.6,50.0,298.0
2026-05-23T23:00,12.0,8.6,9.2,6.8,52.0,281.0
2026-05-24T00:00,11.3,7.8,8.1,6.4,53.0,251.0
2026-05-24T01:00,11.3,7.7,6.8,5.7,54.0,212.0
2026-05-24T02:00,11.4,7.7,5.7,5.1,55.0,181.0
2026-05-24T03:00,11.7,7.8,5.1,4.6,55.0,161.0
2026-05-24T04:00,12.0,8.0,4.8,4.2,54.0,148.0
2026-05-24T05:00,12.1,8.2,4.8,4.3,54.0,144.0
2026-05-24T06:00,12.6,8.6,5.4,5.0,54.0,155.0
2026-05-24T07:00,13.2,9.2,6.2,6.1,55.0,176.0
2026-05-24T08:00,13.8,9.9,6.5,6.9,59.0,189.0
2026-05-24T09:00,14.2,10.3,6.0,7.4,70.0,187.0
2026-05-24T10:00,15.3,11.5,5.0,7.7,85.0,178.0
2026-05-24T11:00,15.6,11.9,4.3,7.7,95.0,169.0
2026-05-24T12:00,16.4,13.2,4.0,7.2,98.0,161.0
2026-05-24T13:00,14.5,10.8,3.9,6.3,97.0,153.0
2026-05-24T14:00,13.5,10.4,3.9,5.5,92.0,151.0
2026-05-24T15:00,12.7,9.7,4.1,4.8,82.0,157.0
2026-05-24T16:00,11.8,8.8,4.5,4.2,68.0,168.0
2026-05-24T17:00,12.9,9.1,4.5,4.1,63.0,180.0
2026-05-24T18:00,13.4,9.5,5.5,4.6,58.0,191.0
2026-05-24T19:00,13.7,9.8,6.8,5.2,51.0,202.0
2026-05-24T20:00,14.3,10.2,7.9,5.7,46.0,215.0
2026-05-24T21:00,14.9,10.6,8.4,5.9,44.0,234.0
2026-05-24T22:00,16.0,11.4,8.6,6.0,42.0,255.0
2026-05-24T23:00,17.3,12.4,8.5,5.9,42.0,264.0
2026-05-25T00:00,18.1,12.7,7.8,5.5,42.0,251.0
2026-05-25T01:00,18.8,13.0,6.8,5.0,43.0,226.0
2026-05-25T02:00,19.3,13.2,6.2,4.7,43.0,209.0
2026-05-25T03:00,20.1,13.8,6.4,4.8,42.0,209.0
2026-05-25T04:00,20.9,14.3,6.9,5.1,42.0,218.0
2026-05-25T05:00,18.6,12.9,8.0,7.8,41.0,229.0
2026-05-25T06:00,19.3,13.6,8.7,8.7,42.0,248.0
2026-05-25T07:00,20.2,14.4,9.6,9.9,44.0,270.0
2026-05-25T08:00,20.9,14.9,9.7,10.4,50.0,275.0
2026-05-25T09:00,22.9,16.6,8.3,9.4,66.0,249.0
2026-05-25T10:00,23.9,17.6,6.2,7.6,87.0,206.0
2026-05-25T11:00,22.4,16.4,4.6,6.1,99.0,174.0
2026-05-25T12:00,19.6,14.0,3.9,5.2,96.0,163.0
2026-05-25T13:00,19.0,13.8,3.7,4.6,84.0,163.0
2026-05-25T14:00,17.8,12.5,3.8,4.1,73.0,167.0
2026-05-25T15:00,16.9,11.8,4.3,3.8,66.0,174.0
2026-05-25T16:00,17.2,11.8,5.2,3.7,60.0,185.0
2026-05-25T17:00,16.6,11.7,6.4,4.6,60.0,200.0
2026-05-25T18:00,15.5,11.0,6.8,4.7,56.0,219.0
2026-05-25T19:00,14.8,10.5,7.3,4.8,50.0,242.0
2026-05-25T20:00,14.3,10.1,7.6,4.8,46.0,270.0
2026-05-25T21:00,13.6,9.7,7.4,4.7,45.0,311.0
2026-05-25T22:00,13.3,9.5,7.0,4.4,45.0,356.0
2026-05-25T23:00,13.0,9.2,6.6,4.2,45.0,378.0
2026-05-26T00:00,12.4,8.7,6.0,3.9,44.0,355.0
2026-05-26T01:00,12.0,8.3,5.4,3.6,44.0,308.0
2026-05-26T02:00,12.0,8.3,5.2,3.6,43.0,275.0
2026-05-26T03:00,12.4,8.6,5.6,3.9,42.0,273.0
2026-05-26T04:00,12.7,8.9,6.4,4.5,40.0,286.0
2026-05-26T05:00,12.2,8.3,5.5,4.2,42.0,298.0
2026-05-26T06:00,12.7,8.8,6.3,5.2,44.0,311.0
2026-05-26T07:00,13.7,9.6,7.4,6.5,46.0,324.0
2026-05-26T08:00,14.5,10.3,7.8,7.4,53.0,320.0
2026-05-26T09:00,15.9,11.5,7.0,7.3,68.0,284.0
2026-05-26T10:00,17.6,12.7,5.5,6.7,87.0,230.0
2026-05-26T11:00,17.5,12.8,4.4,6.1,99.0,190.0
2026-05-26T12:00,15.7,11.3,4.0,5.6,101.0,176.0
2026-05-26T13:00,15.4,11.2,4.0,5.2,96.0,175.0
2026-05-26T14:00,15.1,11.1,4.2,4.8,89.0,178.0
2026-05-26T15:00,15.0,10.9,4.7,4.5,80.0,183.0
2026-05-26T16:00,14.6,10.5,5.5,4.4,68.0,192.0
2026-05-26T17:00,13.9,10.4,7.7,5.0,63.0,202.0
2026-05-26T18:00,12.8,9.3,7.9,4.9,57.0,214.0
2026-05-26T19:00,11.6,8.4,8.1,4.8,50.0,228.0
2026-05-26T20:00,10.9,7.7,8.1,4.7,44.0,238.0
2026-05-26T21:00,10.4,7.3,7.7,4.6,43.0,246.0
2026-05-26T22:00,10.3,7.2,7.1,4.6,44.0,250.0
2026-05-26T23:00,10.1,7.1,6.5,4.5,45.0,246.0
2026-05-27T00:00,9.7,6.7,5.9,4.3,45.0,225.0
2026-05-27T01:00,9.3,6.3,5.4,4.1,45.0,196.0
2026-05-27T02:00,9.1,6.2,5.1,4.0,45.0,172.0
2026-05-27T03:00,9.2,6.2,5.1,4.0,44.0,157.0
2026-05-27T04:00,9.3,6.3,5.4,4.1,43.0,148.0
2026-05-27T05:00,9.4,6.3,4.8,3.4,43.0,151.0
2026-05-27T06:00,9.5,6.4,5.6,4.1,44.0,180.0
2026-05-27T07:00,10.2,7.1,6.8,5.1,46.0,221.0
2026-05-27T08:00,12.0,8.4,7.3,5.9,52.0,245.0
2026-05-27T09:00,13.9,9.8,6.6,6.3,67.0,234.0
2026-05-27T10:00,15.3,10.7,5.4,6.6,85.0,205.0
2026-05-27T11:00,17.8,12.7,4.4,6.5,97.0,181.0
2026-05-27T12:00,18.7,13.0,3.9,5.9,97.0,171.0
2026-05-27T13:00,18.3,12.2,3.7,4.9,90.0,166.0
2026-05-27T14:00,18.4,11.5,3.9,4.2,82.0,166.0
2026-05-27T15:00,19.0,11.3,4.6,4.0,74.0,173.0
2026-05-27T16:00,20.0,11.2,5.6,4.0,65.0,183.0
2026-05-27T17:00,12.3,8.9,7.6,5.6,65.0,191.0
2026-05-27T18:00,11.8,8.1,7.8,5.5,59.0,191.0
2026-05-27T19:00,11.5,7.8,8.1,5.3,52.0,188.0
2026-05-27T20:00,10.9,7.1,8.3,5.1,46.0,185.0
2026-05-27T21:00,10.9,7.2,8.3,5.0,45.0,183.0
2026-05-27T22:00,11.2,7.6,8.2,4.8,45.0,182.0
2026-05-27T23:00,11.6,7.9,8.1,4.7,46.0,177.0
2026-05-28T00:00,12.5,8.2,7.8,4.5,46.0,167.0
2026-05-28T01:00,13.9,8.8,7.4,4.2,45.0,153.0
2026-05-28T02:00,16.4,9.7,7.3,4.2,45.0,145.0
2026-05-28T03:00,19.6,10.9,7.9,4.5,44.0,144.0
2026-05-28T04:00,23.4,12.2,8.9,5.0,44.0,148.0
2026-05-28T05:00,25.2,11.9,8.1,5.9,44.0,156.0
2026-05-28T06:00,27.8,13.1,8.2,6.7,46.0,174.0
2026-05-28T07:00,30.6,14.1,8.2,7.8,49.0,196.0
2026-05-28T08:00,34.1,15.0,7.9,8.4,55.0,208.0
2026-05-28T09:00,36.7,15.7,6.9,8.2,69.0,202.0
2026-05-28T10:00,39.1,17.1,5.5,7.6,85.0,186.0
2026-05-28T11:00,41.0,18.5,4.4,6.9,97.0,172.0
2026-05-28T12:00,42.1,19.3,4.0,6.1,99.0,164.0
2026-05-28T13:00,42.6,18.8,3.9,5.2,96.0,159.0
2026-05-28T14:00,43.5,18.7,4.1,4.6,90.0,158.0
2026-05-28T15:00,45.2,18.7,4.7,4.3,81.0,165.0
2026-05-28T16:00,46.6,18.8,5.7,4.2,69.0,177.0
2026-05-28T17:00,42.3,17.3,6.9,4.5,63.0,186.0
2026-05-28T18:00,44.0,17.6,7.5,4.8,59.0,190.0
2026-05-28T19:00,45.1,17.9,8.2,5.3,52.0,192.0
2026-05-28T20:00,44.8,17.5,8.6,5.6,48.0,190.0
2026-05-28T21:00,43.4,17.1,8.3,5.8,47.0,182.0
2026-05-28T22:00,41.8,17.1,7.7,5.8,48.0,171.0
2026-05-28T23:00,39.9,16.7,7.0,5.7,49.0,159.0
2026-05-29T00:00,37.5,16.3,6.2,5.3,49.0,147.0
2026-05-29T01:00,38.9,17.3,5.3,4.7,50.0,135.0
2026-05-29T02:00,36.1,16.8,4.6,4.3,50.0,127.0
2026-05-29T03:00,36.6,17.3,4.3,4.0,50.0,124.0
2026-05-29T04:00,36.0,17.3,4.2,3.9,50.0,125.0
2026-05-29T05:00,27.2,14.4,3.5,3.1,50.0,132.0
2026-05-29T06:00,27.1,14.5,4.4,3.8,51.0,149.0
2026-05-29T07:00,28.3,15.5,5.5,4.8,52.0,172.0
2026-05-29T08:00,29.7,16.7,6.1,5.5,56.0,185.0
2026-05-29T09:00,30.7,17.6,5.6,5.7,65.0,180.0
2026-05-29T10:00,33.2,19.2,4.5,5.6,77.0,165.0
2026-05-29T11:00,34.0,19.3,3.8,5.5,86.0,154.0
2026-05-29T12:00,35.3,19.6,3.6,5.4,90.0,151.0
2026-05-29T13:00,36.9,19.9,3.8,5.3,91.0,151.0
2026-05-29T14:00,38.6,20.4,4.2,5.3,89.0,154.0
2026-05-29T15:00,40.2,21.0,5.1,5.4,83.0,163.0
2026-05-29T16:00,40.5,20.8,6.3,5.6,75.0,176.0
2026-05-29T17:00,50.4,26.2,7.7,6.9,68.0,184.0
2026-05-29T18:00,49.4,25.4,7.6,6.6,63.0,185.0
2026-05-29T19:00,48.1,24.4,7.5,6.2,55.0,182.0
2026-05-29T20:00,47.5,23.7,7.2,5.7,50.0,177.0
2026-05-29T21:00,46.1,23.2,6.6,5.2,49.0,171.0
2026-05-29T22:00,43.2,22.4,5.8,4.8,51.0,164.0
2026-05-29T23:00,39.8,21.3,5.1,4.3,52.0,155.0
2026-05-30T00:00,36.7,20.3,4.4,3.9,52.0,144.0
2026-05-30T01:00,33.5,19.2,3.8,3.5,52.0,132.0
2026-05-30T02:00,30.5,17.9,3.4,3.2,52.0,124.0
2026-05-30T03:00,28.3,16.9,3.2,3.1,51.0,120.0
2026-05-30T04:00,26.8,16.3,3.2,3.1,51.0,119.0
2026-05-30T05:00,21.9,13.7,3.3,3.1,51.0,125.0
2026-05-30T06:00,22.0,13.7,4.2,3.5,51.0,143.0
2026-05-30T07:00,23.4,14.7,5.3,4.2,52.0,167.0
2026-05-30T08:00,24.6,15.6,5.9,4.6,55.0,182.0
2026-05-30T09:00,25.7,16.5,5.3,4.7,63.0,177.0
2026-05-30T10:00,26.3,16.9,4.0,4.6,74.0,163.0
2026-05-30T11:00,26.6,17.2,3.5,4.6,83.0,153.0
2026-05-30T12:00,27.0,17.5,4.4,4.9,89.0,152.0
2026-05-30T13:00,27.8,19.0,6.0,5.4,93.0,154.0
2026-05-30T14:00,26.3,18.2,7.0,5.6,92.0,158.0
2026-05-30T15:00,24.3,15.8,6.8,5.3,84.0,164.0
2026-05-30T16:00,23.0,14.9,6.0,4.8,72.0,171.0
2026-05-30T17:00,29.0,19.0,7.4,6.3,68.0,176.0
2026-05-30T18:00,26.8,17.2,7.1,5.9,63.0,177.0
2026-05-30T19:00,25.0,15.4,6.8,5.3,55.0,175.0
2026-05-30T20:00,24.4,14.8,6.3,4.8,50.0,172.0
2026-05-30T21:00,24.6,14.7,5.7,4.3,49.0,167.0
2026-05-30T22:00,25.4,15.1,5.1,3.9,50.0,160.0
2026-05-30T23:00,26.6,15.5,4.4,3.5,51.0,153.0
2026-05-31T00:00,31.4,17.9,3.6,3.0,52.0,145.0
2026-05-31T01:00,29.6,16.9,2.9,2.6,53.0,137.0
2026-05-31T02:00,30.4,17.2,2.5,2.3,53.0,134.0
2026-05-31T03:00,29.5,16.7,2.7,2.2,53.0,137.0
2026-05-31T04:00,29.7,16.9,3.3,2.3,52.0,145.0
2026-05-31T05:00,28.1,16.8,4.7,3.4,48.0,158.0
2026-05-31T06:00,28.9,16.9,5.6,4.9,50.0,182.0
2026-05-31T07:00,29.2,17.5,6.8,7.0,52.0,212.0
2026-05-31T08:00,30.3,18.6,7.3,8.4,58.0,228.0
2026-05-31T09:00,32.2,20.5,6.4,8.6,71.0,219.0
2026-05-31T10:00,32.6,21.0,4.8,8.1,86.0,197.0
2026-05-31T11:00,32.1,20.5,3.6,7.5,97.0,177.0
2026-05-31T12:00,31.3,19.8,3.2,6.9,99.0,165.0
2026-05-31T13:00,30.6,19.5,3.1,6.3,95.0,156.0
2026-05-31T14:00,29.5,18.7,3.3,5.7,90.0,151.0
2026-05-31T15:00,28.3,17.9,3.8,5.3,83.0,152.0
2026-05-31T16:00,27.2,17.1,4.6,4.9,73.0,158.0
2026-05-31T17:00,20.7,13.5,5.8,5.5,74.0,163.0
2026-05-31T18:00,19.4,12.3,5.6,5.0,67.0,166.0
2026-05-31T19:00,18.7,11.6,5.3,4.2,57.0,168.0
2026-05-31T20:00,18.7,11.1,5.2,3.7,50.0,176.0
2026-05-31T21:00,19.4,11.4,5.4,3.6,47.0,196.0
2026-05-31T22:00,20.1,11.8,5.8,3.6,47.0,220.0
2026-05-31T23:00,20.8,12.5,6.2,3.7,46.0,233.0
